OID,ELE_NS,ELE_NAME,LABEL_ZH,LABEL_EN,LABEL_TYPE,ELE_TYPE,ELE_SUBGROUP,ELE_BALANCE,ELE_PERIOD,ELE_ISABSTRACT,ELE_ISNILL
154361,c-ross,EquityPriceRiskInfrastructureEquityInvestmentPlansIncludingGuaranteesTermsAbstract,MR15-权益价格风险，包括保证条款的基础设施股权投资计划 [abstract],"MR15-Equity price risk, infrastructure equity investment plans including guarantees terms [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
154364,c-ross,CounterpartyDefaultRiskPropertyDebtInvestmentPlansFinancingBody,交易对手违约风险，不动产债权投资计划，融资主体,"Counterparty default risk, property debt investment plans, financing body",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
154365,c-ross,AbleToBeLookedThroughMember,可穿透 [member],Able to be looked through [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
154370,c-ross,CounterpartyDefaultRiskTrustPlansInterestReceivable,交易对手违约风险，信托计划，应收利息,"Counterparty default risk, trust plans, interest receivable",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
154371,c-ross,HierarchicalStockFundSubordinatedMember,分级股票基金，劣后级 [member],"Hierarchical stock fund, subordinated [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
154377,c-ross,AssessmentMethodsForInsuranceContractLiabilitiesAssumptionsPresetParametersAndChangesDuringReportingPeriodExplanatory,保险合同负债评估的方法、各项假设、设定的参数等及其报告期变更情况 [text block],"Assessment methods for insurance contract liabilities, assumptions, preset parameters and changes during reporting period [text block]",标准标签,nonnum:textBlockItemType,xbrli:item,,duration,FALSE,TRUE
154386,c-ross,SupplementaryCapitalInstrumentsSuchAsSubordinatedBondsAndHybridBondsIssuedByInsuranceCompanyWithSolvencyAdequacyRatiosAtAllTiersNotEntirelyMeetingRegulatoryRequirementsMember,各级偿付能力充足率未全部达到监管要求的保险公司，发行的次级债、混合资本债等附属资本工具 [member],"Supplementary capital instruments such as subordinated bonds and hybrid bonds issued by insurance company, with solvency adequacy ratios at all tiers not entirely meeting regulatory requirements [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
154391,c-ross,MinimumCapitalForMarketRiskQuarterlyBriefing,市场风险最低资本，季度快报,"Minimum capital for market risk, quarterly briefing",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
154393,c-ross,LineNumber,NULL,NULL,标准标签,xsd:string, ,,,FALSE,FALSE
154396,c-ross,InterestRateRiskInterestRateDerivativesGovernmentBondFuturesUnqualifiedHedgingMinimumCapital,利率风险，利率类金融衍生品，国债期货（不符合条件套保），最低资本,"Interest rate risk, interest rate derivatives, government bond futures (unqualified hedging), minimum capital",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
154398,c-ross,EquityPriceRiskLongTermEquityInvestmentsInSubsidiariesJointVenturesAndAssociatedCompaniesCompanyName,权益价格风险，对子公司、合营企业和联营企业的长期股权投资，企业名称,"Equity price risk, long-term equity investments in subsidiaries, joint ventures and associated companies, company name",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
154404,c-ross,OutstandingBenefitsReserveOfLifeInsuranceContractUnderAccountingStandardSurplusMargin,会计准则下寿险合同未到期责任准备金，剩余边际,"Outstanding benefits reserve of life insurance contract under accounting standard, surplus margin",标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
154409,c-ross,LiquidityRiskHighQualityLiquidAssets,流动性风险，优质流动资产,"Liquidity risk, high-quality liquid assets",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
154412,c-ross,EquityPriceRiskStockQualifiedHedgingHedgingEffectivenessOfShortPositionOfStockIndexFutures,权益价格风险，股票（符合条件的套期保值），股指期货空头的套期有效性,"Equity price risk, stock (qualified hedging), hedging effectiveness of short position of stock index futures",标准标签,num:percentItemType,xbrli:item,,instant,FALSE,TRUE
154415,c-ross,InterestRateRiskBondAssetsNoHedgingAndUnqualifiedHedgingQuasiGovernmentBondsHeldByCompanyDirectlyAbstract,MR03-利率风险，债券类资产（未套保及不符合条件的套保），公司直接持有的准政府债 [abstract],"MR03-Interest rate risk, bond assets (no hedging and unqualified hedging), quasi-government bonds held by company directly [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
154419,c-ross,OverseasAssetPriceRiskOverseasFixedIncomeInvestmentAssetsEmergingMarketsHeldByCompanyDirectlyLineNumberAxis,境外资产价格风险，境外固定收益类资产，公司直接持有的新兴市场，行次 [axis],"Overseas asset price risk, overseas fixed-income investment assets, emerging markets held by company directly, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
154431,c-ross,CounterpartyDefaultRiskOutwardReinsuranceAssetsOverseasInwardReinsurerLineNumberAxis,交易对手违约风险，分出业务再保险资产，境外再保分入人，行次 [axis],"Counterparty default risk, outward reinsurance assets, overseas inward reinsurer, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
154432,c-ross,CreditRiskMinimumCapitalForCounterpartyDefaultRisk,信用风险，交易对手违约风险最低资本,"Credit risk, minimum capital for counterparty default risk",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
154433,c-ross,LiquidityRiskContractualUndiscountedCashFlowsOfBondsPayable,流动性风险，应付债券未折现的合同现金流量,"Liquidity risk, contractual undiscounted cash flows of bonds payable",标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
154436,c-ross,OtherReceivablesAndTemporaryPaymentsUnderSolvencyIIMember,偿二代下其他应收和暂付款 [member],Other receivables and temporary payments under Solvency II [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
154452,c-ross,InsuranceRiskOfNonLifeInsuranceBusinessMinimumCapitalForTyphoonAndFloodCatastropheRiskOfPropertyInsurance,非寿险业务保险风险，财产险台风及洪水巨灾风险最低资本,"Insurance risk of non-life insurance business, minimum capital for typhoon and flood catastrophe risk of property insurance",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
154458,c-ross,LiquidityRiskBookValueOfOtherAssets,流动性风险，其他资产账面价值,"Liquidity risk, book value of other assets",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
154463,c-ross,LiquidityRiskIntegratedCurrentRatio,流动性风险，综合流动比率,"Liquidity risk, integrated current ratio",标准标签,num:percentItemType,xbrli:item,,instant,FALSE,TRUE
154465,c-ross,CounterpartyDefaultRiskInwardReinsuranceAssetsAbstract,CR17-交易对手违约风险，分入业务再保险资产 [abstract],"CR17-Counterparty default risk, inward reinsurance assets [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
154468,c-ross,InformationAboutReplacementOfExternalAgenciesDuringReportingPeriodExplanatory,报告期内外部机构的更换情况 [text block],Information about replacement of external agencies during reporting period [text block],标准标签,nonnum:textBlockItemType,xbrli:item,,duration,FALSE,TRUE
154474,c-ross,CounterpartyDefaultRiskCashAndLiquidityManagementInstrumentsAdmittedValue,交易对手违约风险，现金及流动性管理工具，认可价值,"Counterparty default risk, cash and liquidity management instruments, admitted value",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
154475,c-ross,TableOfAvailableCapitalAbstract,S02-实际资本表 [abstract],S02-Table of available capital [abstract],标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
154485,c-ross,EquityPriceRiskSecuritiesInvestmentFundHeldByCompanyDirectlyHierarchicalBondFundPreferredAbstract,MR12-权益价格风险，公司直接持有的证券投资基金，分级债券基金，优先级 [abstract],"MR12-Equity price risk, securities investment fund held by company directly, hierarchical bond fund, preferred [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
154486,c-ross,HierarchicalStockFundPreferredMember,分级股票基金，优先级 [member],"Hierarchical stock fund, preferred [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
154493,c-ross,InterestRateRiskInterestRateDerivativesInterestRateSwapsBaseRiskFactor,利率风险，利率类金融衍生品，利率互换，基础因子,"Interest rate risk, interest rate derivatives, interest rate swaps, base risk factor",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
154501,c-ross,LiquidityRiskAaaCorporateBondsConversionCoefficient,流动性风险，AAA级公司债，折算系数,"Liquidity risk, AAA corporate bonds, conversion coefficient",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
154503,c-ross,PropertyPriceRiskInvestmentPropertyHeldByCompanyDirectlyInvestmentPropertyHeldThroughProjectCompanyByFairValueMethodAbstract,MR23-房地产价格风险，公司直接持有的投资性房地产，公允价值核算的不动产项目公司股权 [abstract],"MR23-Property price risk, investment property held by company directly, investment property held through project company by fair value method [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
154506,c-ross,ExchangeRateRiskForeignExchangeForwardAssetsLiabilitiesIneffectivelyHedgedNominalPrincipalValueOfForeignExchangeForwardContracts,汇率风险，无效套保外汇远期资产（负债），外汇远期合约名义本金价值,"Exchange rate risk, foreign exchange forward assets (liabilities) ineffectively hedged, nominal principal value of foreign exchange forward contracts",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
154512,c-ross,PropertyPriceRiskInvestmentPropertyHeldByLookThroughMethodInvestmentPropertyHeldAsRealPropertyByFairValueMethodAbstract,MR24-房地产价格风险，穿透法还原后持有的投资性房地产，公允价值核算的投资性不动产物权 [abstract],"MR24-Property price risk, investment property held by look through method, investment property held as real property by fair value method [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
154517,c-ross,InsuranceRiskOfNonLifeInsuranceBusinessMinimumCapitalForEarthquakeCatastropheRiskOfProportionalReinsuranceBusiness,非寿险业务保险风险，比例再保险业务，财产险地震巨灾风险最低资本,"Insurance risk of non-life insurance business, minimum capital for earthquake catastrophe risk of proportional reinsurance business",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
154520,c-ross,CombinedRatio,综合成本率,Combined ratio,标准标签,num:percentItemType,xbrli:item,,duration,FALSE,TRUE
154527,c-ross,DebtGuaranteeTopTenCounterpartiesAndOthersMember,债务担保，担保金额前十大的交易对手及其他 [member],"Debt guarantee, top ten counterparties and others [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
154530,c-ross,CashFlowTestUnderStressScenarioForPropertyAndCasualtyInsuranceCompaniesAndReinsuranceCompaniesLineItems,压力情景现金流测试表（财产保险公司和再保险公司） [line items],Cash flow test under stress scenario (for property and casualty insurance companies and reinsurance companies) [line items],标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
154544,c-ross,CashFlowsWithoutIndicatingMaturityDateMember,未标明到期日的现金流 [member],Cash flows without indicating maturity date [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
154547,c-ross,CounterpartyDefaultRiskWealthManagementProductsOfCommercialBankTypesOfAssets,交易对手违约风险，商业银行理财产品，资产类别,"Counterparty default risk, wealth management products of commercial bank, types of assets",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
154556,c-ross,InsuranceRiskOfNonLifeInsuranceBusinessRiskFactorOneOfReserveRisk,非寿险业务保险风险，准备金风险特征系数一,"Insurance risk of non-life insurance business, risk factor one of reserve risk",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
154559,c-ross,EquityPriceRiskConvertibleBondTable,权益价格风险，可转债 [table],"Equity price risk, convertible bond [table]",标准标签,xbrli:stringItemType,xbrldt:hypercubeItem,,duration,TRUE,TRUE
154563,c-ross,EquityPriceRiskLongTermEquityInvestmentsInSubsidiariesJointVenturesAndAssociatedCompaniesRiskFactorOne,权益价格风险，对子公司、合营企业和联营企业的长期股权投资，特征系数一,"Equity price risk, long-term equity investments in subsidiaries, joint ventures and associated companies, risk factor one",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
154573,c-ross,ContingentCapitalUnderSolvencyIIMember,偿二代下应急资本 [member],Contingent capital under Solvency II [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
154579,c-ross,CounterpartyDefaultRiskPropertyDebtInvestmentPlansAdmittedValue,交易对手违约风险，不动产债权投资计划，认可价值,"Counterparty default risk, property debt investment plans, admitted value",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
154588,c-ross,EquityPriceRiskSecuritiesInvestmentFundPurchaseCost,权益价格风险，证券投资基金，购买成本,"Equity price risk, securities investment fund, purchase cost",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
154590,c-ross,MainIndictorsOfReinsuranceCompanyAbstract,再保险公司主要指标 [abstract],Main indictors of reinsurance company [abstract],标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
